ANNO DI RIFERIMENTO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;CODICE SERD;DENOMINAZIONE SERD;CODICE QUALIFICA;DESCRIZIONE QUALIFICA;NUM. DIP. TEMPO PIENO;NUM. DIP. TEMPO PIENO U;NUM. DIP. TEMPO PIENO D;NUM. DIP. PART TIME FINO 50%;NUM. DIP. PART TIME FINO 50% U;NUM. DIP. PART TIME FINO 50% D;NUM. DIP. PART TIME OLTRE 50%;NUM. DIP. PART TIME OLTRE 50% U;NUM. DIP. PART TIME OLTRE 50% D;PERSONALE DIPENDENTE;PERSONALE DIPENDENTE U;PERSONALE DIPENDENTE D;ALTRO RAPPORTO;ALTRO RAPPORTO U;ALTRO RAPPORTO D;TOTALE PERSONALE,,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;ASMP01;PERSONALE AMMINISTRATIVO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;SSMP05;EDUCATORE PROFESSIONALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S03; Servizio per le dipendenze di VIA CASTELLUCCIO, N. 53 -BITONTO;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S04; Servizio per le dipendenze di VIA MILANO, 21/E-ACQUAVIVA DELLE FONTI;0SMP01;ALTRO;1;0;1;0;0;0;1;0;1;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S04; Servizio per le dipendenze di VIA MILANO, 21/E-ACQUAVIVA DELLE FONTI;SSMP02;PSICOLOGO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S04; Servizio per le dipendenze di VIA MILANO, 21/E-ACQUAVIVA DELLE FONTI;SSMP03;PERSONALE INFERMIERISTICO;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,
2021;160;PUGLIA               ;114;ASL BA;S04; Servizio per le dipendenze di VIA MILANO, 21/E-ACQUAVIVA DELLE FONTI;SSMP05;EDUCATORE PROFESSIONALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S04; Servizio per le dipendenze di VIA MILANO, 21/E-ACQUAVIVA DELLE FONTI;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;ASMP01;PERSONALE AMMINISTRATIVO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;SSMP01;MEDICO;4;2;2;0;0;0;0;0;0;4;2;2;0;0;0;4,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;SSMP03;PERSONALE INFERMIERISTICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;SSMP05;EDUCATORE PROFESSIONALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S05; Servizio per le dipendenze di VIA PICCINNI, N. 34 -ALTAMURA;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S06; Servizio per le dipendenze di VIA MONTEVERDE, 87 -GRUMO APPULA;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S06; Servizio per le dipendenze di VIA MONTEVERDE, 87 -GRUMO APPULA;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S06; Servizio per le dipendenze di VIA MONTEVERDE, 87 -GRUMO APPULA;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S06; Servizio per le dipendenze di VIA MONTEVERDE, 87 -GRUMO APPULA;SSMP05;EDUCATORE PROFESSIONALE;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S06; Servizio per le dipendenze di VIA MONTEVERDE, 87 -GRUMO APPULA;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;0SMP01;ALTRO;8;1;7;0;0;0;0;0;0;8;1;7;0;0;0;8,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;ASMP01;PERSONALE AMMINISTRATIVO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;SMS046;DI CUI PSICHIATRI;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;SSMP03;PERSONALE INFERMIERISTICO;4;1;3;0;0;0;0;0;0;4;1;3;0;0;0;4,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;TSMP01;OTA/O.S.S.;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,
2021;160;PUGLIA               ;114;ASL BA;S08; Servizio per le dipendenze di VIA AMENDOLA, 124/C-BARI;TSMP03;SOCIOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;SMS046;DI CUI PSICHIATRI;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;SSMP05;EDUCATORE PROFESSIONALE;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3
2021;160;PUGLIA               ;114;ASL BA;S09; Servizio per le dipendenze di VIA X MARZO,, N. 162-MODUGNO;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
2021;160;PUGLIA               ;114;ASL BA;S10; Servizio per le dipendenze di via san francesco Rutigliano;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;114;ASL BA;S10; Servizio per le dipendenze di via san francesco Rutigliano;SSMP05;EDUCATORE PROFESSIONALE;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;160;PUGLIA               ;114;ASL BA;S10; Servizio per le dipendenze di via san francesco Rutigliano;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;0SMP01;ALTRO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S11; Servizio per le dipendenze di VIA FRATELLI PASCALE, 51-CONVERSANO;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S12; Servizio per le dipendenze di VIA GABRIELE D'ANNUNZIO, 76-GIOIA DEL COLLE;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S13; Servizio per le dipendenze di VIA L.INDELLI, 91/A-MONOPOLI;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S13; Servizio per le dipendenze di VIA L.INDELLI, 91/A-MONOPOLI;SSMP02;PSICOLOGO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S13; Servizio per le dipendenze di VIA L.INDELLI, 91/A-MONOPOLI;SSMP03;PERSONALE INFERMIERISTICO;1;1;0;0;0;0;1;0;1;2;1;1;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S13; Servizio per le dipendenze di VIA L.INDELLI, 91/A-MONOPOLI;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;114;ASL BA;S13; Servizio per le dipendenze di VIA L.INDELLI, 91/A-MONOPOLI;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;114;ASL BA;S14; Servizio per le dipendenze di S.C. LA RUSSA S.MICHELE IN MONTE LAURETO-PUTIGNANO;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;114;ASL BA;S14; Servizio per le dipendenze di S.C. LA RUSSA S.MICHELE IN MONTE LAURETO-PUTIGNANO;SSMP02;PSICOLOGO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;114;ASL BA;S14; Servizio per le dipendenze di S.C. LA RUSSA S.MICHELE IN MONTE LAURETO-PUTIGNANO;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;160;PUGLIA               ;114;ASL BA;S14; Servizio per le dipendenze di S.C. LA RUSSA S.MICHELE IN MONTE LAURETO-PUTIGNANO;SSMP05;EDUCATORE PROFESSIONALE;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;114;ASL BA;S14; Servizio per le dipendenze di S.C. LA RUSSA S.MICHELE IN MONTE LAURETO-PUTIGNANO;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;114;ASL BA;S58; Servizio per le dipendenze di via benedetto croce Bari;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S26; Servizio per le dipendenze di VIA FRATELLI BANDIERA 1;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S26; Servizio per le dipendenze di VIA FRATELLI BANDIERA 1;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S26; Servizio per le dipendenze di VIA FRATELLI BANDIERA 1;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;ASMP01;PERSONALE AMMINISTRATIVO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;SSMP02;PSICOLOGO;5;1;4;0;0;0;0;0;0;5;1;4;0;0;0;5,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;SSMP03;PERSONALE INFERMIERISTICO;3;1;2;0;0;0;0;0;0;3;1;2;0;0;0;3,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;SSMP05;EDUCATORE PROFESSIONALE;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;TSMP01;OTA/O.S.S.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S27; Servizio per le dipendenze di VIALE MATTEOTTI 38;TSMP02;ASSISTENTE SOCIALE;6;0;6;1;0;1;0;0;0;7;0;7;0;0;0;7,,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;ASMP01;PERSONALE AMMINISTRATIVO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;SMS046;DI CUI PSICHIATRI;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;SSMP03;PERSONALE INFERMIERISTICO;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;2,
2021;160;PUGLIA               ;115;ASL FG;S28; Servizio per le dipendenze di Via Sapri, 3;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,
2021;160;PUGLIA               ;115;ASL FG;S29; Servizio per le dipendenze di CONTRADA COPPITELLA;SSMP01;MEDICO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S29; Servizio per le dipendenze di CONTRADA COPPITELLA;SSMP03;PERSONALE INFERMIERISTICO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S29; Servizio per le dipendenze di CONTRADA COPPITELLA;TSMP02;ASSISTENTE SOCIALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S29; Servizio per le dipendenze di CONTRADA COPPITELLA;TSMP03;SOCIOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S30; Servizio per le dipendenze di VIA DANTE ALIGHIERI SNC;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S30; Servizio per le dipendenze di VIA DANTE ALIGHIERI SNC;SSMP02;PSICOLOGO;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S30; Servizio per le dipendenze di VIA DANTE ALIGHIERI SNC;SSMP03;PERSONALE INFERMIERISTICO;1;0;1;0;0;0;0;0;0;1;0;1;2;1;1;3,,
2021;160;PUGLIA               ;115;ASL FG;S30; Servizio per le dipendenze di VIA DANTE ALIGHIERI SNC;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S30; Servizio per le dipendenze di VIA DANTE ALIGHIERI SNC;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;SMS046;DI CUI PSICHIATRI;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;SSMP03;PERSONALE INFERMIERISTICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;TSMP01;OTA/O.S.S.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S31; Servizio per le dipendenze di VIA S. CIACCIA S.N.;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S32; Servizio per le dipendenze di VIA GRAMSCI 176;0SMP01;ALTRO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S32; Servizio per le dipendenze di VIA GRAMSCI 176;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S32; Servizio per le dipendenze di VIA GRAMSCI 176;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S32; Servizio per le dipendenze di VIA GRAMSCI 176;TSMP02;ASSISTENTE SOCIALE;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S33; Servizio per le dipendenze di VIA XX SETTEMBRE1;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S33; Servizio per le dipendenze di VIA XX SETTEMBRE1;SSMP02;PSICOLOGO;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S33; Servizio per le dipendenze di VIA XX SETTEMBRE1;SSMP03;PERSONALE INFERMIERISTICO;3;2;1;0;0;0;0;0;0;3;2;1;0;0;0;3,,
2021;160;PUGLIA               ;115;ASL FG;S34; Servizio per le dipendenze di VIA ISONZO 1;SMS046;DI CUI PSICHIATRI;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S34; Servizio per le dipendenze di VIA ISONZO 1;SSMP01;MEDICO;3;1;2;1;0;1;0;0;0;4;1;3;0;0;0;4,,
2021;160;PUGLIA               ;115;ASL FG;S34; Servizio per le dipendenze di VIA ISONZO 1;SSMP02;PSICOLOGO;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S34; Servizio per le dipendenze di VIA ISONZO 1;SSMP03;PERSONALE INFERMIERISTICO;5;2;3;0;0;0;0;0;0;5;2;3;0;0;0;5,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;ASMP01;PERSONALE AMMINISTRATIVO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;SMS046;DI CUI PSICHIATRI;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;SSMP01;MEDICO;7;3;4;0;0;0;0;0;0;7;3;4;0;0;0;7,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;SSMP02;PSICOLOGO;6;0;6;0;0;0;0;0;0;6;0;6;1;1;0;7,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;SSMP03;PERSONALE INFERMIERISTICO;8;2;6;0;0;0;0;0;0;8;2;6;0;0;0;8,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;SSMP05;EDUCATORE PROFESSIONALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;115;ASL FG;S35; Servizio per le dipendenze di FOGGIA-VIA SAN SEVERO 52/54;TSMP02;ASSISTENTE SOCIALE;8;1;7;0;0;0;0;0;0;8;1;7;0;0;0;8,,
"2021;160;PUGLIA               ;115;ASL FG;S36;"" Servizio per le dipendenze di LUCERA-P.O. """"LASTARIA"""""";SMS046;DI CUI PSICHIATRI;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1",,
"2021;160;PUGLIA               ;115;ASL FG;S36;"" Servizio per le dipendenze di LUCERA-P.O. """"LASTARIA"""""";SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1",,
"2021;160;PUGLIA               ;115;ASL FG;S36;"" Servizio per le dipendenze di LUCERA-P.O. """"LASTARIA"""""";SSMP02;PSICOLOGO;1;0;1;1;0;1;0;0;0;2;0;2;1;0;1;3",,
"2021;160;PUGLIA               ;115;ASL FG;S36;"" Servizio per le dipendenze di LUCERA-P.O. """"LASTARIA"""""";SSMP03;PERSONALE INFERMIERISTICO;4;1;3;0;0;0;0;0;0;4;1;3;0;0;0;4",,
"2021;160;PUGLIA               ;115;ASL FG;S36;"" Servizio per le dipendenze di LUCERA-P.O. """"LASTARIA"""""";TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1",,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;SSMP02;PSICOLOGO;4;0;4;0;0;0;0;0;0;4;0;4;0;0;0;4,,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;SSMP03;PERSONALE INFERMIERISTICO;5;0;5;0;0;0;0;0;0;5;0;5;0;0;0;5,,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;SSMP05;EDUCATORE PROFESSIONALE;2;0;2;0;0;0;0;0;0;2;0;2;0;0;0;2,,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;TSMP01;OTA/O.S.S.;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;116;ASL LE;S37; Servizio per le dipendenze di V. TORRE DEL PARCO;TSMP02;ASSISTENTE SOCIALE;3;0;3;0;0;0;0;0;0;3;0;3;0;0;0;3,,
2021;160;PUGLIA               ;116;ASL LE;S38; Servizio per le dipendenze di V. LECCE C/O EX INAM;SSMP01;MEDICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;116;ASL LE;S38; Servizio per le dipendenze di V. LECCE C/O EX INAM;SSMP03;PERSONALE INFERMIERISTICO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
2021;160;PUGLIA               ;116;ASL LE;S38; Servizio per le dipendenze di V. LECCE C/O EX INAM;TSMP01;OTA/O.S.S.;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;116;ASL LE;S38; Servizio per le dipendenze di V. LECCE C/O EX INAM;TSMP02;ASSISTENTE SOCIALE;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1,,
2021;160;PUGLIA               ;116;ASL LE;S39; Servizio per le dipendenze di C/O OSPEDALE PADIGLIONE DE MARIA;SSMP01;MEDICO;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1,,
2021;160;PUGLIA               ;116;ASL LE;S39; Servizio per le dipendenze di C/O OSPEDALE PADIGLIONE DE MARIA;SSMP02;PSICOLOGO;2;1;1;0;0;0;0;0;0;2;1;1;0;0;0;2,,
